Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQB,1
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQE,2
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQS,3
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Nissan,ARIYA,6
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,26
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,3
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,1
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1S,4
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,7
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Subaru,Solterra,2
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,367
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,69
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,50
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,285
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Think Global,Think City,1
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Toyota,bZ4X,7
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,28
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,4
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40,1
2023,Madera,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,1
2023,Madera,Diesel,Diesel,,,4515
2023,Madera,Gasoline,Flex Fuel,,,7188
2023,Madera,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,1
2023,Madera,Gasoline,Gasoline,,,99733
2023,Madera,Gasoline Hybrid,Gasoline Hybrid,,,3169
2023,Madera,Other,Natural Gas,,,16
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,8
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,11
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,5
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,10
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,Xm,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,8
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,111
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,21
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,29
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,2
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,81
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,18
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,8
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,6
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Grand Cherokee,4
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler,5
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,46
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,11
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,5
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sportage Plug-In Hybrid,5
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,NX 450H+,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),McLaren,Artura,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,7
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,3
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,9
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,30
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,83
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,44
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,1
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,2
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,4
2023,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90 Recharge,3
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,Q4 e-tron,88
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,Q4 e-tron Sportback,21
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,Q8 e-tron,47
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,Q8 e-tron Sportback,10
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,RS e-tron GT,15
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,220
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,23
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron S,6
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron S Sportback,2
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,22
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,100
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,i4,194
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,i5,4
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,i7,3
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,iX,120
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Cadillac,LYRIQ,10
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,254
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,728
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,21
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Cruise,Cruise AV,1
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,146
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Fisker,Ocean,19
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,E-350,3
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,E-Transit,7
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,E-Transit Cargo,2
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,72
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,21
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,294
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),GMC,HUMMER EV,1
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Genesis,Electrified G80,3
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Genesis,Electrified GV70,5
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Genesis,GV60,14
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,2
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ 5,131
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ 6,25
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,10
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,114
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,40
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,118
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,253
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,26
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Lexus,RZ 450e,23
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Lucid,Air,52
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,62
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,5
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,14
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQB,31
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQE,34
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQS,71
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,7
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Nissan,ARIYA,12
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,447
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,227
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,138
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1S,234
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,182
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,23
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Subaru,Solterra,25
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,3468
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1175
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,592
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,3060
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,13
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Think Global,Think City,1
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,26
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Toyota,bZ4X,34
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),VinFast,VF8,6
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,509
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,260
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40,21
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40 Recharge,39
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,78
2023,Marin,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40 Recharge,56
2023,Marin,Diesel,Diesel,,,4158
2023,Marin,Gasoline,Flex Fuel,,,4867
2023,Marin,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,2
2023,Marin,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,10
2023,Marin,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,58
2023,Marin,Gasoline,Gasoline,,,162713
2023,Marin,Gasoline Hybrid,Gasoline Hybrid,,,16377
2023,Marin,Other,Natural Gas,,,20
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,152
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,1
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A8 L,1
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,162
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,118
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,116
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,55
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,297
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,Xm,2
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,248
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,7
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,1
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,450
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,133
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,296 GTB,2
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,SF90 Spider,2
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,SF90 Stradale,1
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,147
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,30
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,166
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,10
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,137
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,31
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,18
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,8
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,27
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Grand Cherokee,36
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler,35
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,170
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,162
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,9
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,33
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sportage Plug-In Hybrid,24
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,15
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,15
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,NX 450H+,51
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,RX 450H+,3
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,10
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,7
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman PHEV,32
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mazda,CX-90 PHEV,25
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,9
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,62
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,2
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,5
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,26
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Polestar,1,2
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,56
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,26
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,77
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,295
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,556
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,266
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,10
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60 Recharge,15
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,3
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,6
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60 Recharge,8
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,141
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60 Recharge,86
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,267
2023,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90 Recharge,159
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Audi,Q4 e-tron,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),BMW,i4,2
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,2
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,8
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,2
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,5
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,2
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ 5,4
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,3
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQS,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1S,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,3
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Subaru,Solterra,1
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,31
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,6
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,2
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,19
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,3
2023,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40 Recharge,2
2023,Mariposa,Diesel,Diesel,,,1653
2023,Mariposa,Gasoline,Flex Fuel,,,940
2023,Mariposa,Gasoline,Gasoline,,,15372
2023,Mariposa,Gasoline Hybrid,Gasoline Hybrid,,,517
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,2
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,15
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,4
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,10
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,5
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,2
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,3
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,6
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,3
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sportage Plug-In Hybrid,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,3
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,5
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,17
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,8
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60 Recharge,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60 Recharge,1
2023,Mariposa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Audi,RS e-tron GT,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,4
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,3
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),BMW,i4,9
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),BMW,iX,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Blazer EV,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,40
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,81
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,8
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,10
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Ford,E-Transit,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,25
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,26
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Genesis,GV60,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ 5,14
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ 6,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,1
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,16
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,3
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,9
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,14
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,2
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Lucid,Air,4
2023,Mendocino,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQB,1
